topoid,poigroup,poitype,poiname,poilabel,poilabeltype,poialtlabel,poisourcefeatureoid,accesscontrol,startdate,enddate,lastupdate,msoid,centroidid,shapeuuid,changetype,processstate,urbanity,cadid,createdate,modifieddate,lganame,councilname,abscode,ltocode,vgcode,wbcode
517015810,2,Primary School,PLUNKETT STREET PUBLIC SCHOOL,PLUNKETT STREET PUBLIC SCHOOL,NAMED,,36,1,20140611123607,30000101000000,20140611123856.427,166440,,8a5d33b0-89d7-3578-be2d-af9a0f601732,M,,U,,,,,,,,,
517015816,2,Primary School,ANNANDALE NORTH PUBLIC SCHOOL,ANNANDALE NORTH PUBLIC SCHOOL,NAMED,,36,1,20110707103709,30000101000000,20110707103948.065,129021,,73c37739-a30f-346e-88ea-3710abe8250a,I,,U,,,,,,,,,
517015866,2,Primary School,FORT STREET PUBLIC SCHOOL,FORT STREET PUBLIC SCHOOL,NAMED,,36,1,20110707103709,30000101000000,20110707103951.368,129071,,104a9224-2f35-348f-9256-b0c498cb3f12,I,,U,,,,,,,,,
517015888,2,High School,SYDNEY GIRLS HIGH SCHOOL,SYDNEY GIRLS HIGH SCHOOL,NAMED,,34,1,20110707103709,30000101000000,20110707103952.802,129093,,75f83897-f74b-30eb-a7a4-012c12a95252,I,,U,,,,,,,,,
517016022,2,Combined Primary-Secondary School,THE ATHENA SCHOOL,THE ATHENA SCHOOL,NAMED,,32,1,20150603150827,30000101000000,20150603151042.435,188499,,b0b0db22-7f88-367c-b597-6f37223b2f3f,M,,U,,,,,,,,,
517033404,3,Sports Field,MCKAY FIELDS,MCKAY FIELDS,NAMED,,67,1,20110719090624,30000101000000,20110719090625.294,129662,,171cd330-923d-3a96-bc0c-dd4df4ca320e,I,,U,,,,,,,,,
517033412,3,Sports Field,MISSION FIELDS,MISSION FIELDS,NAMED,,67,1,20110719090624,30000101000000,20110719090625.329,129663,,0e55dee7-df46-3cec-943b-e6986f583a44,I,,U,,,,,,,,,
517033413,3,Park,EQUESTRIAN GROUNDS,EQUESTRIAN GROUNDS,NAMED,,61,1,20110719090624,30000101000000,20110719090625.369,129664,,064f81d8-e6ef-31f1-b25b-3b9dc9769f0c,I,,U,,,,,,,,,
517033569,3,Sports Field,BRAZILIAN FIELDS,BRAZILIAN FIELDS,NAMED,,67,1,20141128103456,30000101000000,20141128103532.124,172409,,7d25fe2b-21b6-3c4f-9b95-c83519ce1e64,M,,U,,,,,,,,,
517033570,3,Park,LACHLAN RESERVE,LACHLAN RESERVE,NAMED,,61,1,20141128103456,30000101000000,20141128103532.126,172410,,b568feee-73f6-392d-a01f-04acd4d0cd57,M,,U,,,,,,,,,
517033629,3,Park,PINE GROVE,PINE GROVE,NAMED,,61,1,20110719090624,30000101000000,20110719090625.466,129668,,8fb012eb-7d78-316a-8bdd-ae51ff5b6f2a,I,,U,,,,,,,,,
517033630,3,Park,PARADE GROUNDS,PARADE GROUNDS,NAMED,,61,1,20110719090624,30000101000000,20110719090625.495,129669,,5333a4c9-5951-30f9-adea-307bac959f66,I,,U,,,,,,,,,
517033637,3,Park,LOCH AVENUE SOUTH AREA,LOCH AVENUE SOUTH AREA,NAMED,,61,1,20110719090624,30000101000000,20110719090625.519,129670,,5e11bc6f-205e-35ac-a467-0997d91c0649,I,,U,,,,,,,,,
517033642,3,Park,FEDERATION VALLEY,FEDERATION VALLEY,NAMED,,61,1,20110719090624,30000101000000,20110719090625.551,129671,,73e144dd-ba18-3ff6-8b24-d73f770f46eb,I,,U,,,,,,,,,
517033643,3,Park,CANNON TRIANGLE,CANNON TRIANGLE,NAMED,,61,1,20110719090624,30000101000000,20110719090625.574,129672,,6cf9d60f-5dcb-38df-92bd-10d01c37054b,I,,U,,,,,,,,,
517033644,3,Park,PAPERBARK GROVE,PAPERBARK GROVE,NAMED,,61,1,20110719090624,30000101000000,20110719090625.594,129673,,c4f08e89-ff74-3fd9-8982-48dc248e8fe7,I,,U,,,,,,,,,
517033665,3,Park,FROG HOLLOW,FROG HOLLOW,NAMED,,61,1,20110719090624,30000101000000,20110719090625.617,129674,,1219d6df-5c3b-368a-abbb-559ccd967ee0,I,,U,,,,,,,,,
517033668,8,Urban Place,CENTENNIAL PARKLANDS DINING PRECINCT,CENTENNIAL PARKLANDS DINING PRECINCT,NAMED,FACILITY,164,1,20180912144038,30000101000000,20180912144458.973,216714,,9bf81df1-cad2-38e1-836c-e93a938f4cb4,M,,U,,,,,,,,,
517033679,3,Park,SANDSTONE RIDGE,SANDSTONE RIDGE,NAMED,,61,1,20110719090624,30000101000000,20110719090625.64,129675,,8171ef69-0f74-3cb2-8c7a-5115114aec09,I,,U,,,,,,,,,
517033682,3,Outdoor Theatre,BELVEDERE AMPHITHEATRE,BELVEDERE AMPHITHEATRE,NAMED,,60,1,20110719090624,30000101000000,20110719090625.659,129676,,ffda3b47-3604-38e2-8b83-6e027c972c78,I,,U,,,,,,,,,
517033684,3,Park,ROSE GARDEN,ROSE GARDEN,NAMED,,61,1,20110719090624,30000101000000,20110719090625.695,129677,,a140d2eb-4001-3f64-9c31-69b43b59e1f6,I,,U,,,,,,,,,
517033687,3,Park,COLUMN GARDEN,COLUMN GARDEN,NAMED,,61,1,20110719090624,30000101000000,20110719090625.717,129678,,3143baaf-69a2-396e-8ddd-b91f807cc9f8,I,,U,,,,,,,,,
517033750,3,Park,SNAKEBANK,SNAKEBANK,NAMED,,61,1,20110719090624,30000101000000,20110719090625.811,129679,,78903e8f-b9ac-3697-b6a2-7f9acb82ea92,I,,U,,,,,,,,,
517033752,3,Park,ASH PADDOCK,ASH PADDOCK,NAMED,,61,1,20110719090624,30000101000000,20110719090625.837,129680,,c30359e3-d649-33c0-b669-008e03afc7de,I,,U,,,,,,,,,
517033755,3,Park,LACHLAN SWAMP,LACHLAN SWAMP,NAMED,,61,1,20110719090624,30000101000000,20110719090625.891,129681,,84a5f281-9d75-36f4-a6f8-b3f230adda3b,I,,U,,,,,,,,,
517033760,3,Park,LEARNERS CYCLEWAY,LEARNERS CYCLEWAY,NAMED,,61,1,20110719090624,30000101000000,20110719090625.914,129682,,40c025eb-363d-33ff-8fa9-492d56d9fa98,I,,U,,,,,,,,,
517033882,3,Park,SHOWGROUND FIELD,SHOWGROUND FIELD,NAMED,,61,1,20141128103456,30000101000000,20141128103532.128,172411,,f3b2b6aa-3dc8-35a9-8048-6d669c8651fb,M,,U,,,,,,,,,
517033883,3,Park,FEDERATION WAY,FEDERATION WAY,NAMED,,61,1,20141128103456,30000101000000,20141128103532.13,172412,,edeb272d-04e5-3cc9-93d5-0faabf66d318,M,,U,,,,,,,,,
517033885,3,Park,PARKLANDS SPORTS CENTRE,PARKLANDS SPORTS CENTRE,NAMED,,61,1,20141128103456,30000101000000,20141128103532.132,172413,,89027018-6354-3c22-9f44-7e37dedcac58,M,,U,,,,,,,,,
517034218,3,Sports Field,BAT AND BALL FIELD,BAT AND BALL FIELD,NAMED,,67,1,20110719090624,30000101000000,20110719090626.136,129688,,269f802b-f5ca-3e28-94c9-975e17b814f0,I,,U,,,,,,,,,
517034257,3,Sports Field,CENTENNIAL PARKLANDS EQUESTRIAN CENTRE,CENTENNIAL PARKLANDS EQUESTRIAN CENTRE,NAMED,,67,1,20141128103456,30000101000000,20141128103532,172414,,14f58557-4bbd-3805-984a-2b3753e2f34e,I,,U,,,,,,,,,
517034259,8,Urban Place,CENTENNIAL PARKLANDS ENTERTAINMENT QUARTER,CENTENNIAL PARKLANDS ENTERTAINMENT QUARTER,NAMED,FACILITY,164,1,20180912144038,30000101000000,20180912144458.975,216715,,efec5ee7-ba1f-3334-a06d-82c91dea20c8,M,,U,,,,,,,,,
517034262,8,Urban Place,FOX STUDIOS,FOX STUDIOS,NAMED,FACILITY,164,1,20180912144038,30000101000000,20180912144458.977,216716,,4bb2743e-a712-3ac0-8907-52257e418a26,M,,U,,,,,,,,,
517035089,3,Park,MOORE PARK RESERVE,MOORE PARK RESERVE,NAMED,,61,1,20141128103456,30000101000000,20141128103532.137,172415,,66c43148-7d65-3bad-bc76-897cb5387dd6,M,,U,,,,,,,,,
517044385,3,Park,BIRD SANCTUARY,BIRD SANCTUARY,NAMED,,61,1,20110804102444,30000101000000,20110804102445.182,130193,,6c12e44d-b9d9-3870-bc1a-47e79498ebfc,I,,U,,,,,,,,,
517065446,3,Park,CHIPPENDALE GREEN,CHIPPENDALE GREEN,NAMED,,61,1,20141128103456,30000101000000,20141128103532.139,172416,,9853c050-3c5e-3f92-a1d2-8d084387103a,M,,U,,,,,,,,,
517087383,3,Golf Course,MOORE PARK DRIVING RANGE,MOORE PARK DRIVING RANGE,NAMED,,54,1,20111006161928,30000101000000,20111006161933.204,132002,,68e61699-6b53-3ce1-9be5-8b1daab706f8,I,,U,,,,,,,,,
517087387,3,Park,CENTENNIAL PARK CHILDRENS CENTRE,CENTENNIAL PARK CHILDRENS CENTRE,NAMED,,61,1,20111006161928,30000101000000,20111006161933.261,132003,,9bf54eb4-32cc-3cb1-a87a-ae85a06da1bf,I,,U,,,,,,,,,
517089270,1,Post Office,ALEXANDRIA BULK LODGEMENT CENTRE,ALEXANDRIA BULK LODGEMENT CENTRE,NAMED,,21,1,20110920133523,30000101000000,20110920133525.729,131851,,b67ee0f3-0c2b-34af-a4e2-de5dbaac6c0b,I,,U,,,,,,,,,
517090617,1,Post Office,EASTLAKES POST OFFICE,EASTLAKES POST OFFICE,NAMED,,21,1,20110920133523,30000101000000,20110920133524.984,131840,,9cdd8402-2f87-3452-8efc-82bc28912091,I,,U,,,,,,,,,
517090924,1,Post Office,ENMORE POST OFFICE,ENMORE POST OFFICE,NAMED,,21,1,20110920133523,30000101000000,20110920133525.147,131843,,e2641dd2-3b41-30f0-b6f1-050abda9c11d,I,,U,,,,,,,,,
517098491,8,Urban Place,CENTENNIAL PARKLANDS OFFICE PRECINCT,CENTENNIAL PARKLANDS OFFICE PRECINCT,NAMED,FACILITY,164,1,20180912144038,30000101000000,20180912144458.979,216717,,a0a6788d-1cb9-339f-973c-8b704ba60e60,M,,U,,,,,,,,,
517102091,1,Nursing Home,CHARLES CHAMBERS COURT,CHARLES CHAMBERS COURT,NAMED,RESIDENTIAL,4,1,20220309162135,30000101000000,20220309162233.286,236452,,54e387d7-36c5-3eb1-90ef-382f736c2757,M,,U,,,,,,,,,
517108681,1,Post Office,WORLD SQUARE POST OFFICE,WORLD SQUARE POST OFFICE,NAMED,,21,1,20111028132458,30000101000000,20111028132503.476,132421,,2d6c68ce-a264-3452-9485-edc13e5ec0b6,I,,U,,,,,,,,,
517144127,2,High School,ALEXANDRIA PARK COMMUNITY SCHOOL,ALEXANDRIA PARK COMMUNITY SCHOOL,NAMED,,34,1,20180605162319,30000101000000,20180605162347.867,212260,,7bae7cc6-aae7-3199-88fe-d8b2a289b95b,M,,U,,,,,,,,,
517144378,2,High School,KEY COLLEGE,KEY COLLEGE,NAMED,,34,1,20111201111248,30000101000000,20111201111250.045,133459,,4293f173-946c-3623-9ba8-67f63c63f3e9,I,,U,,,,,,,,,
517149349,2,High School,MACQUARIE GRAMMAR SCHOOL,MACQUARIE GRAMMAR SCHOOL,NAMED,,34,1,20111201111248,30000101000000,20111201111251.935,133492,,360186b1-9694-3bf4-b71c-28a9fab67c64,I,,U,,,,,,,,,
517174711,3,Park,DATCHETT STREET RESERVE,DATCHETT STREET RESERVE,NAMED,,61,1,20120229072152,30000101000000,20120229072154.091,135234,,acef2fde-1630-375d-89ed-5d4d0d612218,I,,U,,,,,,,,,
517174724,3,Park,HICKSON ROAD RESERVE,HICKSON ROAD RESERVE,NAMED,,61,1,20120229072152,30000101000000,20120229072154.225,135238,,3a8b1c98-75ab-397a-be8f-51c87b56456c,I,,S,,,,,,,,,
517174935,3,Park,THE PADDOCK,THE PADDOCK,NAMED,,61,1,20120229072152,30000101000000,20120229072153.873,135228,,1e4660df-e510-3a36-aa44-044e5f921da4,I,,U,,,,,,,,,
517174947,1,Observatory,SYDNEY OBSERVATORY,SYDNEY OBSERVATORY,NAMED,,18,1,20120229072152,30000101000000,20120229072153.278,135223,,2f9edb01-29eb-399b-8804-af54952a0f95,I,,U,,,,,,,,,
517174952,1,Community Facility,GOVERNMENT HOUSE,GOVERNMENT HOUSE,NAMED,,162,1,20151002125614,30000101000000,20151002130113,196909,,cc6e29b9-6bcf-3afe-a8f6-b0aae0a6cf59,M,,S,,,,,,,,,
517174981,1,Community Facility,NATIONAL TRUST CENTRE,NATIONAL TRUST CENTRE,NAMED,,162,1,20151002125614,30000101000000,20151002130113,196910,,c4b1abe1-9e0e-3013-9f64-e08bc13d629a,M,,U,,,,,,,,,
517175052,2,Education Facility,NATIONAL ART SCHOOL,NATIONAL ART SCHOOL,NAMED,,33,1,20120229072152,30000101000000,20120229072153.534,135226,,8f9c8b51-2166-3103-82ce-3f04c1e0f244,I,,U,,,,,,,,,
517206666,3,Park,NANCY BIRD-WALTON RESERVE,NANCY BIRD-WALTON RESERVE,NAMED,,61,1,20120717100222,30000101000000,20120717100223.15,142377,,fe521af3-e22b-34e4-85ba-a6237682617c,I,,U,,,,,,,,,
517208775,1,Retirement Village,ANGLICARE GOODWIN VILLAGE,ANGLICARE GOODWIN VILLAGE,NAMED,,132,1,20190114123643,30000101000000,20190114123659.969,218289,,8e0f046e-9cf2-337d-bd9d-b7504c36d6d5,M,,U,,,,,,,,,
517208804,2,High School,AUSTRALIAN INTERNATIONAL HIGH SCHOOL,AUSTRALIAN INTERNATIONAL HIGH SCHOOL,NAMED,,34,1,20120517142713,30000101000000,20120517142716.282,139841,,bbfd0362-ab18-3058-b0a9-7d9056fddb51,I,,U,,,,,,,,,
517208841,2,High School,SYDNEY DISTANCE EDUCATION HIGH SCHOOL,SYDNEY DISTANCE EDUCATION HIGH SCHOOL,NAMED,,34,1,20140611123607,30000101000000,20140611123856.461,166441,,15978ae6-a81f-3191-a90d-2a6f5da64610,M,,U,,,,,,,,,
517209025,2,Primary School,ST THERESE CATHOLIC PRIMARY SCHOOL,ST THERESE CATHOLIC PRIMARY SCHOOL,NAMED,,36,1,20130426111524,30000101000000,20130426111727.81,151527,,8255211f-83cd-306a-a4f8-2c96adc073e1,M,,U,,,,,,,,,
517211088,2,Primary School,SYDNEY DISTANCE EDUCATION PRIMARY SCHOOL,SYDNEY DISTANCE EDUCATION PRIMARY SCHOOL,NAMED,,36,1,20120524111607,30000101000000,20120524111607.839,140299,,c8d2d929-88fd-3435-a5d8-a74b7b419dfd,I,,U,,,,,,,,,
517238405,1,Library,GLEBE LIBRARY,GLEBE LIBRARY,NAMED,,14,1,20120810102823,30000101000000,20120810102827.083,143074,,ee76ce4c-9718-3e74-9191-78813c053bfc,I,,U,,,,,,,,,
517239363,1,Library,SYDNEY CUSTOMS HOUSE LIBRARY,SYDNEY CUSTOMS HOUSE LIBRARY,NAMED,,14,1,20141128103456,30000101000000,20141128103531.653,172338,,0760f02e-b7e8-3741-b978-fbc87078da2a,M,,U,,,,,,,,,
517239821,1,Library,ULTIMO LIBRARY,ULTIMO LIBRARY,NAMED,,14,1,20141128103456,30000101000000,20141128103531.651,172337,,7f7d87c8-12ce-3807-9f0d-00df1db4aa03,M,,U,,,,,,,,,
517264955,1,Community Facility,ROYAL HALL OF INDUSTRIES,ROYAL HALL OF INDUSTRIES,NAMED,CONCERT HALL,162,1,20151002125614,30000101000000,20151002130113,197012,,77320272-64fa-3b0f-bb55-9e75b7653ed5,M,,U,,,,,,,,,
517331128,1,Court House,HIGH COURT OF AUSTRALIA,HIGH COURT OF AUSTRALIA,NAMED,,7,1,20121219125249,30000101000000,20121219125422.45,147115,,42386f2c-8c74-3ab9-b4a9-82a43614106b,I,,U,,,,,,,,,
517331208,1,Court House,NSW FEDERAL COURT REGISTRY,NSW FEDERAL COURT REGISTRY,NAMED,,7,1,20121219125249,30000101000000,20121219125422.451,147116,,42386f2c-8c74-3ab9-b4a9-82a43614106b,I,,U,,,,,,,,,
517331210,1,Court House,FEDERAL CIRCUIT COURT OF AUSTRALIA NSW,FEDERAL CIRCUIT COURT OF AUSTRALIA NSW,NAMED,,7,1,20140909110606,30000101000000,20140909110655.008,167480,,42386f2c-8c74-3ab9-b4a9-82a43614106b,M,,U,,,,,,,,,
517331658,1,Embassy,CONSULATE-GENERAL OF THE ARGENTINE REPUBLIC,CONSULATE-GENERAL OF THE ARGENTINE REPUBLIC,NAMED,,8,1,20121219144222,30000101000000,20121219144358.43,147279,,cb89db9b-16ea-3384-bcec-973bd611d947,M,,U,,,,,,,,,
517331771,1,Embassy,CONSULATE-GENERAL OF AUSTRIA,CONSULATE-GENERAL OF AUSTRIA,NAMED,,8,1,20121219144222,30000101000000,20121219144358.398,147247,,f3bef6a2-71e7-3296-8dac-f1b7da314e33,I,,U,,,,,,,,,
517331790,1,Embassy,CONSULATE OF BELGIUM,CONSULATE OF BELGIUM,NAMED,,8,1,20121219144222,30000101000000,20121219144358.401,147250,,d32c6aec-d7fa-3b59-b1b2-e43e7a5eee36,I,,U,,,,,,,,,
517331797,1,Embassy,CONSULATE OF THE REPUBLIC OF BOLIVIA,CONSULATE OF THE REPUBLIC OF BOLIVIA,NAMED,,8,1,20121219144222,30000101000000,20121219144358.404,147253,,86071e91-cf18-36ad-b7bb-520e604dfb93,I,,U,,,,,,,,,
517331799,1,Embassy,CONSULATE OF THE REPUBLIC OF BOTSWANA,CONSULATE OF THE REPUBLIC OF BOTSWANA,NAMED,,8,1,20121219144222,30000101000000,20121219144358.405,147254,,7b5c363a-1315-38e2-a400-fb2d9a82d16a,I,,U,,,,,,,,,
517331804,1,Embassy,CONSULATE-GENERAL OF BRAZIL,CONSULATE-GENERAL OF BRAZIL,NAMED,,8,1,20121219144222,30000101000000,20121219144358.406,147255,,944ff514-bc13-3a3a-988f-1d3e6fcc5ac3,I,,U,,,,,,,,,
517331822,1,Embassy,CONSULATE-GENERAL OF CANADA,CONSULATE-GENERAL OF CANADA,NAMED,,8,1,20121219144222,30000101000000,20121219144358.408,147257,,f2c28bdd-186e-3a81-a4da-c70d942c5e76,I,,U,,,,,,,,,
517331825,1,Embassy,CONSULATE-GENERAL PEOPLE'S REPUBLIC OF CHINA,CONSULATE-GENERAL PEOPLE'S REPUBLIC OF CHINA,NAMED,,8,1,20121219144222,30000101000000,20121219144358.409,147258,,cb89db9b-16ea-3384-bcec-973bd611d947,I,,U,,,,,,,,,
517331826,1,Embassy,CONSULATE OF THE PEOPLE'S REPUBLIC OF CHINA,CONSULATE OF THE PEOPLE'S REPUBLIC OF CHINA,NAMED,,8,1,20121219144222,30000101000000,20121219144358.41,147259,,393b0dce-87e7-3f08-b55e-6b2a8355a421,I,,U,,,,,,,,,
517331827,1,Embassy,CONSULATE OF THE PEOPLE'S REPUBLIC OF CHINA,CONSULATE OF THE PEOPLE'S REPUBLIC OF CHINA,NAMED,,8,1,20121219144222,30000101000000,20121219144358.411,147260,,a225cd5e-7a2a-3375-be30-fbdcfc9ea523,I,,U,,,,,,,,,
517331831,1,Embassy,CONSULATE-GENERAL OF THE REPUBLIC OF COSTA RICA,CONSULATE-GENERAL OF THE REPUBLIC OF COSTA RICA,NAMED,,8,1,20121219144222,30000101000000,20121219144358.414,147263,,70874e44-dcd2-3a68-ab23-d9bb153451b7,I,,U,,,,,,,,,
517331832,1,Embassy,CONSULATE-GENERAL OF THE REPUBLIC OF CROATIA,CONSULATE-GENERAL OF THE REPUBLIC OF CROATIA,NAMED,,8,1,20121219144222,30000101000000,20121219144358.415,147264,,1c505796-dea8-3938-af5a-8f9df89d6ee0,I,,U,,,,,,,,,
517331835,1,Embassy,ROYAL DANISH CONSULATE-GENERAL,ROYAL DANISH CONSULATE-GENERAL,NAMED,,8,1,20121219144222,30000101000000,20121219144358.417,147266,,c9c0a198-864a-392d-9faf-fef21ff313f6,I,,U,,,,,,,,,
517331838,1,Embassy,CONSULATE-GENERAL OF THE REPUBLIC OF ECUADOR,CONSULATE-GENERAL OF THE REPUBLIC OF ECUADOR,NAMED,,8,1,20121219144222,30000101000000,20121219144358.419,147268,,e0c4de22-f210-3dc3-a448-f12692ead021,I,,U,,,,,,,,,
517331841,1,Embassy,CONSULATE-GENERAL OF THE ARAB REPUBLIC OF EGYPT,CONSULATE-GENERAL OF THE ARAB REPUBLIC OF EGYPT,NAMED,,8,1,20121219144222,30000101000000,20121219144358.42,147269,,70e28848-90b6-30e9-a174-1702734d53cb,I,,U,,,,,,,,,
517331842,1,Embassy,CONSULATE-GENERAL OF THE ARAB REPUBLIC OF EGYPT,CONSULATE-GENERAL OF THE ARAB REPUBLIC OF EGYPT,NAMED,,8,1,20121219144222,30000101000000,20121219144358.421,147270,,a2a26aa9-65f7-3315-b653-7d050ea2b0d5,I,,U,,,,,,,,,
517331846,1,Embassy,CONSULATE-GENERAL OF FRANCE,CONSULATE-GENERAL OF FRANCE,NAMED,,8,1,20121219144222,30000101000000,20121219144358.425,147274,,2cea7acb-b2af-3501-a5fd-87b1d9459e86,I,,U,,,,,,,,,
517331854,1,Embassy,CONSULATE-GENERAL FEDERAL REPUBLIC OF GERMANY,CONSULATE-GENERAL FEDERAL REPUBLIC OF GERMANY,NAMED,,8,1,20121219144222,30000101000000,20121219144358.427,147276,,45c5294b-03b8-3a89-93bb-a03ce96ec5e7,I,,U,,,,,,,,,
517331859,1,Embassy,CONSULATE-GENERAL OF THE REPUBLIC OF GHANA,CONSULATE-GENERAL OF THE REPUBLIC OF GHANA,NAMED,,8,1,20121219144222,30000101000000,20121219144358.428,147277,,28f42d99-4d44-304f-9aad-88d784cdbec3,I,,U,,,,,,,,,
517331860,1,Embassy,CONSULATE-GENERAL OF GREECE,CONSULATE-GENERAL OF GREECE,NAMED,,8,1,20121219144222,30000101000000,20121219144358.429,147278,,8a00de7a-65cd-3d7f-8316-a413d4e21067,I,,U,,,,,,,,,
517331902,1,Embassy,CONSULATE OF GREECE,CONSULATE OF GREECE,NAMED,,8,1,20121219144222,30000101000000,20121219144358.325,147174,,98f00608-39f1-3acf-bb64-988eb4629ef7,I,,U,,,,,,,,,
517331903,1,Embassy,CONSULATE OF GREECE,CONSULATE OF GREECE,NAMED,,8,1,20121219144222,30000101000000,20121219144358.326,147175,,4538e2e7-eb30-3cf6-afb9-00e646a87e38,I,,U,,,,,,,,,
517331904,1,Community Facility,CONSULATE OF GREECE,CONSULATE OF GREECE,NAMED,,162,1,20151002125614,30000101000000,20151002130113,196956,,8a00de7a-65cd-3d7f-8316-a413d4e21067,M,,U,,,,,,,,,
517331907,1,Embassy,CONSULATE-GENERAL OF ICELAND,CONSULATE-GENERAL OF ICELAND,NAMED,,8,1,20121219144222,30000101000000,20121219144358.328,147177,,ae91597a-d432-32e2-8752-c1e8667637c8,I,,U,,,,,,,,,
517331908,1,Embassy,CONSULATE-GENERAL OF INDIA,CONSULATE-GENERAL OF INDIA,NAMED,,8,1,20121219144222,30000101000000,20121219144358.329,147178,,d2b95e3f-69a8-3a16-bdcf-5149186b8516,I,,U,,,,,,,,,
517331921,1,Embassy,CONSULATE-GENERAL OF THE REPUBLIC OF IRAQ,CONSULATE-GENERAL OF THE REPUBLIC OF IRAQ,NAMED,,8,1,20121219144222,30000101000000,20121219144358.331,147180,,08327cfd-14d3-365e-a37b-aa72460cebfb,I,,U,,,,,,,,,
517331923,1,Embassy,CONSULATE-GENERAL OF IRELAND,CONSULATE-GENERAL OF IRELAND,NAMED,,8,1,20121219144222,30000101000000,20121219144358.332,147181,,b8239a76-adcb-3105-8a1d-26c1e6767ee3,I,,U,,,,,,,,,
517331979,1,Embassy,CONSULATE-GENERAL OF ITALY,CONSULATE-GENERAL OF ITALY,NAMED,,8,1,20121219144222,30000101000000,20121219144358.335,147184,,cb89db9b-16ea-3384-bcec-973bd611d947,I,,U,,,,,,,,,
517331998,1,Embassy,COMMERCIAL OFFICE ITALY CONSULATE,COMMERCIAL OFFICE ITALY CONSULATE,NAMED,,8,1,20121219144222,30000101000000,20121219144358.337,147186,,cb89db9b-16ea-3384-bcec-973bd611d947,I,,U,,,,,,,,,
517332009,1,Embassy,CULTURAL OFFICE ITALY CONSULATE,CULTURAL OFFICE ITALY CONSULATE,NAMED,,8,1,20121219144222,30000101000000,20121219144358.338,147187,,3f65420e-6e48-31a3-8983-0cee6482c9cc,I,,U,,,,,,,,,
517332015,1,Embassy,CONSULATE OF JAMAICA,CONSULATE OF JAMAICA,NAMED,,8,1,20121219144222,30000101000000,20121219144358.339,147188,,6fe9e454-e474-3ffe-bcbe-74e92b73150f,I,,U,,,,,,,,,
517332083,1,Embassy,CONSULATE-GENERAL OF JAPAN,CONSULATE-GENERAL OF JAPAN,NAMED,,8,1,20121219144222,30000101000000,20121219144358.34,147189,,2496f5d8-c025-3f4d-82b1-2f126d8c8827,I,,U,,,,,,,,,
517332100,1,Embassy,CONSULATE-GENERAL OF THE REPUBLIC OF KOREA,CONSULATE-GENERAL OF THE REPUBLIC OF KOREA,NAMED,,8,1,20121219144222,30000101000000,20121219144358.342,147191,,bb751425-4956-3297-a80b-1d95d0c43620,I,,U,,,,,,,,,
517332103,1,Embassy,CONSULATE OF THE RUPUBLIC OF KOREA,CONSULATE OF THE RUPUBLIC OF KOREA,NAMED,,8,1,20121219144222,30000101000000,20121219144358.343,147192,,c396f479-6a9e-3b5c-acf1-7f5c3adf3d9b,I,,U,,,,,,,,,
517332112,1,Embassy,CONSULATE OF THE RUPUBLIC OF KOREA,CONSULATE OF THE RUPUBLIC OF KOREA,NAMED,,8,1,20121219144222,30000101000000,20121219144358.344,147193,,98f00608-39f1-3acf-bb64-988eb4629ef7,I,,U,,,,,,,,,
517332134,1,Embassy,CONSULATE-GENERAL OF LEBANON,CONSULATE-GENERAL OF LEBANON,NAMED,,8,1,20121219144222,30000101000000,20121219144358.346,147195,,3378d1a7-3301-3fa4-9ad8-967605599638,I,,U,,,,,,,,,
517332238,1,Embassy,CONSULATE-GENERAL OF THE REPUBLIC OF MADAGASCAR,CONSULATE-GENERAL OF THE REPUBLIC OF MADAGASCAR,NAMED,,8,1,20121219144222,30000101000000,20121219144358.351,147200,,44b360a8-fb6e-31f7-9939-25b1c32683d9,I,,U,,,,,,,,,
517332260,1,Embassy,COMMERCIAL OFFICE MALAYSIA CONSULATE,COMMERCIAL OFFICE MALAYSIA CONSULATE,NAMED,,8,1,20121219144222,30000101000000,20121219144358.354,147203,,e3a7a8ba-52d1-3fb7-ac3f-b7d91b61b207,I,,U,,,,,,,,,
517332269,1,Embassy,AGRICULTURE SECTION MALAYSIA CONSULATE,AGRICULTURE SECTION MALAYSIA CONSULATE,NAMED,,8,1,20121219144222,30000101000000,20121219144358.355,147204,,cb89db9b-16ea-3384-bcec-973bd611d947,I,,U,,,,,,,,,
517332275,1,Embassy,CONSULATE-GENERAL OF MALTA,CONSULATE-GENERAL OF MALTA,NAMED,,8,1,20121219144222,30000101000000,20121219144358.356,147205,,2cea7acb-b2af-3501-a5fd-87b1d9459e86,I,,U,,,,,,,,,
517332285,1,Embassy,CONSULATE OF THE REPUBLIC MOZAMBIQUE,CONSULATE OF THE REPUBLIC MOZAMBIQUE,NAMED,,8,1,20121219144222,30000101000000,20121219144358.359,147208,,fa0741cc-b12c-3aa3-9bf5-31cd6640d34f,I,,U,,,,,,,,,
517332326,1,Embassy,CONSULATE-GENERAL OF NEW ZEALAND,CONSULATE-GENERAL OF NEW ZEALAND,NAMED,,8,1,20121219144222,30000101000000,20121219144358.362,147211,,5bd16b3a-5bfc-38e3-b6a1-c66b2904a2a9,I,,U,,,,,,,,,
517332330,1,Embassy,CONSULATE-GENERAL OF PAKISTAN,CONSULATE-GENERAL OF PAKISTAN,NAMED,,8,1,20121219144222,30000101000000,20121219144358.364,147213,,5f5127da-184e-3872-8be8-ce3f011f0096,I,,U,,,,,,,,,
